"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","100020","appInstalledAndRunning","Default Suite","2025-11-02","passed","2025-11-02","MastodonAndroidTest","mastodon","MastodonAndroidTest","appInstalledAndRunning"
